 8638 xpcproxy	Created        /private/var/tmp/cy-wS22sw.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-SqxEe2.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-hpiOvb.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-hpiOvb.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-hpiOvb.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-FTmK6t.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-FTmK6t.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-FTmK6t.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-I1b7lW.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-I1b7lW.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-I1b7lW.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-yii8GW.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-yii8GW.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-yii8GW.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-pIbjFd.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-pIbjFd.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-pIbjFd.dylib	
 8692 ReportCrash	Created        /private/var/tmp/cy-uuQmIo.dylib	
 8692 ReportCrash	Deleted        /private/var/tmp/cy-uuQmIo.dylib	
 8692 ReportCrash	Modified       /private/var/tmp/cy-uuQmIo.dylib	
 8692 ReportCrash	Created        /private/var/tmp/cy-Qvqd85.dylib	
 8692 ReportCrash	Deleted        /private/var/tmp/cy-Qvqd85.dylib	
 8692 ReportCrash	Modified       /private/var/tmp/cy-Qvqd85.dylib	
 8692 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj1CD10A92F	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj1CD10A92F	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj1CD10A92F	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj089B36968	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj089B36968	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj089B36968	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  308 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  308 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	/private/var/mobile/Library/Preferences/com.apple.WebUI.plist 
 8261 	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0FF81692F	
 8261 	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0FF81692F	
 8261 	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0FF81692F	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-wal	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
 8261 	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb	
 8261 	Modified       /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb	
 8261 	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb	
 8261 	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 8261 	Modified       /private/var/mobile/Library/Logs/CrashReporter/com.apple.itunesstored/itunesstored.log	
 8695 xpcproxy	Created        /private/var/tmp/cy-bOeYnw.dylib	
 8695 xpcproxy	Deleted        /private/var/tmp/cy-bOeYnw.dylib	
 8695 xpcproxy	Modified       /private/var/tmp/cy-bOeYnw.dylib	
 8695 xpcproxy	Created        /private/var/tmp/cy-1TNlvD.dylib	
 8695 xpcproxy	Deleted        /private/var/tmp/cy-1TNlvD.dylib	
 8695 xpcproxy	Modified       /private/var/tmp/cy-1TNlvD.dylib	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 8692 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
  521 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-wal	
 8697 xpcproxy	Created        /private/var/tmp/cy-olJaoH.dylib	
 8697 xpcproxy	Deleted        /private/var/tmp/cy-olJaoH.dylib	
 8697 xpcproxy	Modified       /private/var/tmp/cy-olJaoH.dylib	
 8697 xpcproxy	Created        /private/var/tmp/cy-pmTifz.dylib	
 8697 xpcproxy	Deleted        /private/var/tmp/cy-pmTifz.dylib	
 8697 xpcproxy	Modified       /private/var/tmp/cy-pmTifz.dylib	
  521 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db	
  521 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-wal	
  521 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  521 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db	
 8692 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8701 xpcproxy	Created        /private/var/tmp/cy-UZ7qrb.dylib	
 8701 xpcproxy	Deleted        /private/var/tmp/cy-UZ7qrb.dylib	
 8701 xpcproxy	Modified       /private/var/tmp/cy-UZ7qrb.dylib	
 8701 xpcproxy	Created        /private/var/tmp/cy-gxuQai.dylib	
 8701 xpcproxy	Deleted        /private/var/tmp/cy-gxuQai.dylib	
 8701 xpcproxy	Modified       /private/var/tmp/cy-gxuQai.dylib	
  521 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  521 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  521 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
 8697 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8697 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj22975C93F	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj22975C93F	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj22975C93F	
 8697 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5AC464933	
 8697 itunesstored	Changed stat   /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5AC464933	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5AC464933	
 8697 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8697 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 8701 iap2d	Created        /private/var/tmp/cy-9vSck1.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-9vSck1.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-9vSck1.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-gx0Nng.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-gx0Nng.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-gx0Nng.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-C3F5G3.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-C3F5G3.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-C3F5G3.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-87S8sR.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-87S8sR.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-87S8sR.dylib	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8701 iap2d	Created        /private/var/tmp/cy-Ut98An.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-Ut98An.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-Ut98An.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-2SJvU1.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-2SJvU1.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-2SJvU1.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-55cdP0.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-55cdP0.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-55cdP0.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-3WZ5yZ.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-3WZ5yZ.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-3WZ5yZ.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-gymFv3.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-gymFv3.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-gymFv3.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-x7vwUD.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-x7vwUD.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-x7vwUD.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-gnDj2q.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-gnDj2q.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-gnDj2q.dylib	
 8701 iap2d	Created        /private/var/tmp/cy-jYCyFt.dylib	
 8701 iap2d	Deleted        /private/var/tmp/cy-jYCyFt.dylib	
 8701 iap2d	Modified       /private/var/tmp/cy-jYCyFt.dylib	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8692 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8697 itunesstored	Changed stat   /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC27156917	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC27156917	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC27156917	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjFDFED993D	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjFDFED993D	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjFDFED993D	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5D812D916	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5D812D916	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5D812D916	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA002B9937	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA002B9937	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA002B9937	
  308 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.h4NYGun	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.h4NYGun	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.itunesstored.plist.h4NYGun	
 8697 itunesstored	Changed stat   /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjD0CB04996	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjD0CB04996	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjD0CB04996	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAA6DCE9E4	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAA6DCE9E4	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAA6DCE9E4	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/tmp/etilqs_RzRjg4i4cUWweks	
 8697 itunesstored	Deleted        /private/var/tmp/etilqs_RzRjg4i4cUWweks	
 8697 itunesstored	Modified       /private/var/tmp/etilqs_RzRjg4i4cUWweks	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA63CA9910	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA63CA9910	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjA63CA9910	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj788A179A9	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj788A179A9	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj788A179A9	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0EB31F909	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0EB31F909	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj0EB31F909	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj06320E913	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj06320E913	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj06320E913	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj4B8F519F5	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj4B8F519F5	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj4B8F519F5	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj253E87921	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj253E87921	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj253E87921	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/tmp/etilqs_NcSQQcnfhSf9A4M	
 8697 itunesstored	Deleted        /private/var/tmp/etilqs_NcSQQcnfhSf9A4M	
 8697 itunesstored	Modified       /private/var/tmp/etilqs_NcSQQcnfhSf9A4M	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
  311 fairplayd.H2	Changed stat   /private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sisb	
  311 fairplayd.H2	Modified       /private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sisb	
  311 fairplayd.H2	Changed xattr  /private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sisb	
  311 fairplayd.H2	Renamed        /private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sidb	/private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sidb.swap 
  311 fairplayd.H2	Renamed        /private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sisb	/private/var/mobile/Library/FairPlay/iTunes_Control/iTunes/IC-Info.sidb 
